0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,16,17,21,29,27,28,24,22,23,21,29,17,16,19,25,27,27,24,24,29,30,17,21,30,21,28,22,24,20,28,26,23,18,28,22,18,26,27,28,26,29,25,30,31,26,27,28,25,16,28,26,26,28,25,22,20,25,22,31,21,23,27,22,20,23,21,20,29,19,19,27,26,26,20,24,31,19,19,29,26,16,25,31,28,21,16,29,24,20,27,18,25,27,20,18,30,17,17,18,24,16,27,23,31,17,23,23,24,23,29,24,27,26,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,29,24,17,21,31,31,28,28,20,24,23,25,21,25,18,25,29,20,26,24,27,25,27,19,24,16,19,28,26,20,30,29,20,31,21,19,26,22,30,24,29,29,17,22,30,31,19,21,27,25,31,17,29,23,27,26,22,22,26,31,30,18,17,18,19,20,24,16,25,31,31,24,21,22,26,21,16,29,16,23,29,26,25,20,28,31,23,26,30,23,19,25,26,27,25,23,28,25,24,24,17,25,24,23,20,16,24,24,16,17,31,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,23,31,25,31,31,23,22,19,27,25,17,22,28,25,24,23,21,29,28,22,19,31,16,27,16,17,30,24,24,17,27,28,23,31,29,17,20,20,17,21,27,28,29,29,24,23,22,17,30,28,23,19,19,25,27,18,24,20,23,17,24,25,25,20,30,16,29,27,20,29,22,19,19,24,23,19,23,16,25,16,19,23,17,30,23,30,16,24,21,19,26,18,16,23,22,29,27,24,21,19,27,17,17,22,26,22,23,26,17,26,26,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,19,26,28,22,21,19,26,16,16,25,18,23,28,18,21,25,16,23,18,28,26,31,24,19,19,30,26,31,20,25,24,17,23,25,29,29,30,20,23,27,23,26,22,27,24,26,25,27,26,22,23,31,24,26,31,26,23,20,23,19,18,16,20,25,26,26,16,30,30,17,30,24,27,31,21,29,25,29,26,18,28,25,18,26,30,27,20,25,29,25,18,30,16,23,25,16,22,28,30,22,23,23,16,31,16,16,27,26,30,30,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,16,16,18,23,24,21,31,29,16,31,31,22,26,22,23,23,20,20,29,22,26,17,21,16,29,31,29,21,19,23,17,28,24,27,21,20,18,19,23,26,21,23,25,19,19,28,20,20,31,22,22,31,18,27,21,20,20,23,23,22,17,30,22,31,17,25,26,22,24,16,28,31,16,28,30,21,30,26,28,18,28,28,16,28,28,30,19,21,26,27,22,30,18,17,30,16,27,23,30,23,17,25,30,24,31,23,21,26,28,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,19,16,28,17,19,24,30,16,30,21,29,30,30,20,20,29,17,26,19,17,28,26,31,20,29,25,28,29,17,17,21,27,20,30,27,22,28,27,29,24,26,17,23,23,27,19,29,24,23,21,26,24,28,24,24,27,20,16,19,19,22,21,25,24,26,23,23,17,22,30,16,30,21,26,17,23,19,21,16,28,31,19,29,27,28,26,25,22,24,21,20,19,27,20,27,25,28,16,22,17,20,22,17,22,25,20,28,28,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,22,18,21,18,28,29,25,29,26,22,16,22,21,19,22,26,19,29,19,21,18,17,29,31,23,23,17,22,26,18,25,24,16,24,31,29,30,18,18,21,21,16,23,29,21,19,29,22,16,25,31,27,31,22,21,30,25,17,29,21,28,30,27,20,28,23,31,17,27,25,26,26,19,26,31,22,29,29,18,23,24,24,16,26,24,27,30,31,16,30,31,26,19,27,26,18,18,22,29,30,17,28,20,17,30,23,17,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,18,25,23,28,27,22,28,22,25,31,28,22,24,21,19,26,16,18,17,19,29,30,29,25,24,19,28,16,22,16,19,28,27,21,19,31,26,27,27,26,30,16,27,25,24,28,20,27,29,24,21,27,19,27,30,16,26,16,23,24,21,23,20,22,16,22,20,23,30,23,30,21,30,25,21,26,17,22,27,29,20,22,26,20,22,19,19,25,0,0,21,16,23,31,17,24,27,21,18,16,23,20,25,18,19,18,22,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,16,18,28,16,18,17,20,27,17,28,22,23,26,16,31,26,19,23,17,31,20,29,25,16,22,19,31,19,27,23,30,26,31,22,23,31,28,23,18,18,16,27,27,19,21,22,16,18,17,26,19,28,29,28,29,20,28,28,20,30,18,18,26,27,28,31,22,28,20,17,29,27,30,20,21,21,29,27,16,18,29,22,18,22,20,16,22,0,0,0,0,16,16,23,25,31,22,28,21,28,23,17,16,31,29,31,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,16,31,25,26,27,31,29,22,17,26,18,30,17,16,31,31,21,20,21,22,17,23,19,24,28,25,25,17,30,28,16,27,26,28,24,19,24,20,16,24,25,26,24,24,17,30,18,30,31,18,17,20,23,24,19,30,30,28,23,22,21,19,18,24,29,18,22,16,19,19,27,26,27,30,31,17,31,23,21,26,18,20,29,20,22,30,25,0,0,0,0,0,0,0,21,18,20,28,28,20,21,25,25,18,25,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,18,30,26,24,24,31,24,18,23,29,26,21,29,23,23,17,17,27,18,30,21,30,28,21,31,30,28,18,29,22,18,25,20,18,25,22,24,24,25,19,30,18,16,17,22,26,29,26,25,21,22,24,18,19,17,25,26,27,29,18,18,20,31,26,24,31,21,31,18,23,29,16,18,21,20,21,22,19,17,25,26,24,29,17,16,16,23,0,0,0,0,0,0,0,0,0,0,21,16,21,0,18,22,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,20,21,25,21,23,31,16,18,31,30,27,17,28,22,21,24,31,22,23,21,27,21,19,22,28,31,21,22,25,26,22,25,29,30,19,21,25,20,26,23,25,24,18,30,18,20,30,18,31,29,19,28,20,23,30,23,18,28,27,28,17,27,30,31,16,28,27,20,28,16,29,25,27,21,18,27,20,28,29,31,25,26,26,19,31,19,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,29,25,30,30,19,27,28,27,24,25,25,28,28,18,27,31,25,27,19,18,20,20,31,24,17,29,17,30,27,24,16,30,20,16,29,24,26,17,17,21,28,31,25,23,26,27,25,31,28,28,21,26,27,28,27,28,20,26,27,28,28,16,21,23,25,29,24,19,25,17,31,24,17,28,25,24,21,30,21,23,16,25,18,24,21,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,28,22,27,16,23,16,22,31,23,27,27,23,26,23,18,30,22,24,20,24,23,21,28,18,25,27,16,19,25,24,27,31,23,21,29,19,25,16,18,24,17,19,23,30,19,22,29,23,25,30,19,27,28,24,22,24,17,24,30,22,31,21,20,19,27,26,25,22,19,27,26,26,31,19,17,22,22,24,16,22,26,27,31,26,18,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,18,30,22,18,17,26,27,21,21,16,27,24,19,31,17,27,31,30,30,25,21,24,29,17,28,21,25,20,31,28,29,30,24,21,29,25,20,16,17,23,25,17,25,29,27,20,20,30,17,19,29,29,19,31,22,31,25,22,17,26,18,31,28,21,23,27,20,29,20,26,22,23,22,17,23,22,22,27,20,16,21,29,28,28,24,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,18,31,27,16,19,19,28,21,30,27,25,27,19,17,23,21,17,26,21,31,27,26,21,29,31,29,24,20,21,19,25,23,26,27,29,22,30,19,23,18,29,24,29,21,19,25,17,26,31,21,19,22,24,16,29,26,23,20,16,19,19,27,16,25,22,17,21,31,23,28,19,26,17,28,27,19,19,26,28,21,29,26,20,20,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,17,24,24,28,21,27,27,20,27,18,24,18,30,17,25,27,17,25,22,21,20,17,27,28,17,25,27,22,19,27,20,25,30,20,21,27,27,24,25,19,24,30,26,18,29,22,30,29,26,18,28,27,30,21,28,18,16,20,29,24,19,28,23,20,18,21,17,16,29,24,31,25,29,27,20,19,23,26,20,18,19,16,16,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,30,17,17,23,24,26,16,28,18,29,22,28,27,28,31,20,23,26,28,17,18,21,25,16,19,20,16,19,21,29,28,23,18,27,16,20,25,29,17,24,30,24,20,18,19,16,24,23,22,20,23,21,21,24,25,27,23,25,19,19,28,20,19,23,23,21,30,21,25,30,17,0,0,0,25,29,16,18,24,21,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,24,27,20,26,21,18,31,31,24,31,18,19,20,19,30,20,31,27,29,22,26,20,20,27,19,19,24,17,29,19,18,28,29,16,21,22,21,18,23,28,20,31,20,22,16,31,27,17,30,22,18,16,20,17,26,19,28,22,28,29,17,28,17,16,28,16,24,21,16,26,18,0,0,0,25,22,26,22,22,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,20,29,24,19,28,19,24,27,27,17,31,25,29,23,25,20,29,19,29,26,17,21,30,21,29,17,29,28,22,21,18,29,25,28,27,26,20,18,24,29,18,19,17,23,25,22,16,28,27,20,25,28,17,21,18,29,19,28,16,22,17,31,22,29,18,22,24,30,26,26,0,0,0,0,0,28,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,16,22,26,29,26,17,17,20,17,31,21,19,20,29,21,31,31,24,21,18,27,19,20,24,24,31,31,19,30,24,24,19,31,21,20,23,28,30,29,31,17,17,19,27,31,29,19,22,26,19,30,23,27,23,31,19,30,20,16,21,23,19,24,29,17,31,23,30,29,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,31,22,16,20,29,27,0,0,0,31,31,17,18,26,20,18,18,23,29,29,23,24,25,23,23,27,16,26,24,21,18,29,25,25,18,29,20,23,31,23,23,18,29,21,31,31,27,30,31,20,30,16,22,18,19,23,20,16,21,30,24,29,22,18,23,23,24,20,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,22,17,16,28,27,20,26,31,17,19,25,30,30,0,0,16,16,20,26,25,31,28,23,23,19,24,30,26,31,25,23,30,16,21,22,18,20,16,23,30,24,29,17,25,23,29,19,26,28,20,20,30,18,26,21,19,29,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,18,25,25,24,22,25,29,31,25,30,0,0,0,0,26,30,19,28,28,17,22,25,29,21,17,20,22,17,28,23,23,31,25,20,25,25,30,18,29,27,17,26,31,29,16,20,17,16,20,18,29,24,29,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,28,27,17,27,18,18,0,0,0,0,0,0,0,0,0,0,19,25,31,23,19,27,28,16,29,24,21,31,18,24,24,29,16,18,16,27,24,18,20,17,18,17,29,18,19,20,27,20,20,29,30,30,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,18,21,31,17,29,16,19,19,26,18,31,24,17,24,31,25,28,20,22,31,24,27,28,30,17,30,26,19,18,29,26,28,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,31,24,17,30,22,20,26,25,22,21,20,18,28,17,22,20,24,23,21,23,16,23,17,24,19,19,31,26,18,23,22,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,28,20,22,28,23,28,30,26,29,30,26,30,29,29,21,20,19,18,18,22,19,31,29,29,16,23,16,27,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,26,28,26,17,16,18,25,28,16,30,19,26,31,19,17,26,18,31,26,22,27,30,19,29,25,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,17,27,26,24,27,31,24,30,22,21,23,17,21,31,26,18,17,27,27,30,29,18,23,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,19,22,31,22,29,20,23,22,16,28,26,28,22,27,19,20,28,26,30,27,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,25,25,22,20,28,29,31,26,17,21,19,23,18,17,17,19,23,28,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,17,23,23,20,17,24,30,30,21,24,25,25,18,26,20,20,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,17,18,16,20,30,20,27,22,31,29,31,27,16,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
